Net_YY,Customer,Solid,Stript,Check,1W_Match,2W_Match,LS,Plan_Cut_Qty,Repeat_x,Repeat_y,Avgÿ_Neck_Size,Double_Cuff,Marker_width,Dress,Sport
1.728680611,PF,1,0,0,0,1,1,96,0,0,34.6,1,62.0,1.000,0.000
1.647756418,PF,1,0,0,0,1,1,52,0,0,33.8,1,62.0,1.000,0.000
1.378611088,PF,1,0,0,0,1,0,12,0,0,34.5,0,62.0,0.904,0.096
1.41625007,PF,1,0,0,0,1,0,16,0,0,35.0,0,62.0,0.874,0.126
1.424510479,SSL,1,0,0,0,1,1,1043,0,0,39.4,0,57.1,1.000,0.000
1.506948948,SSL,1,0,0,0,1,1,308,0,0,40.2,0,56.6,0.990,0.010
1.494647821,SSL,1,0,0,0,1,1,463,0,0,40.4,0,56.8,0.990,0.010
1.435079734,SSL,1,0,0,0,1,1,258,0,0,39.3,0,56.8,1.000,0.000
1.427618345,SSL,1,0,0,0,1,1,885,0,0,39.4,0,57.0,1.000,0.000
1.50988404,SSL,1,0,0,0,1,1,412,0,0,40.4,0,56.9,1.000,0.000
1.449014982,SSL,1,0,0,0,1,1,520,0,0,39.8,0,57.0,1.000,0.000
1.432987213,SSL,1,0,0,0,1,1,545,0,0,39.8,0,56.8,1.000,0.000
1.35518074,SSL,0,1,0,0,1,1,123,0,0.156000003,39.7,0,60.5,0.962,0.038
1.700368245,CT,1,0,0,0,1,1,245,0,0,33.2,0,56.3,1.000,0.000
1.700368245,CT,1,0,0,0,1,1,498,0,0,33.2,0,56.3,1.000,0.000
1.53943332,CT,1,0,0,0,1,1,662,0,0,32.4,0,56.5,1.000,0.000
1.53943332,CT,1,0,0,0,1,1,507,0,0,32.4,0,56.5,1.000,0.000
1.76850001,CT,1,0,0,0,1,1,30,0,0,34.0,0,56.3,1.000,0.000
1.485773881,CT,1,0,0,0,1,1,36,0,0,31.4,0,56.5,1.000,0.000
1.485773881,CT,1,0,0,0,1,1,6,0,0,31.4,0,56.5,1.000,0.000
1.659953753,CT,1,0,0,0,1,1,12,0,0,33.2,0,56.5,1.000,0.000
1.659953753,CT,1,0,0,0,1,1,24,0,0,33.2,0,56.5,1.000,0.000
1.608452797,SSL,1,0,0,0,1,1,307,0,0,40.5,1,56.8,1.000,0.000
1.426951726,SSL,1,0,0,0,1,1,727,0,0,39.4,0,56.6,1.000,0.000
1.537500064,PF,1,0,0,0,1,1,6,0,0,32.0,1,62.0,1.000,0.000
1.735833327,PF,1,0,0,0,1,1,7,0,0,36.0,1,62.0,1.000,0.000
1.49777778,PF,1,0,0,0,1,1,6,0,0,34.0,0,62.0,1.000,0.000
1.452555497,PF,1,0,0,0,1,1,30,0,0,31.4,1,62.0,1.000,0.000
1.423750559,SSL,1,0,0,1,0,1,727,0,0,39.4,0,56.9,1.000,0.000
1.743552685,PF,1,0,0,1,0,1,76,0,0,35.2,0,61.0,1.000,0.000
1.415685177,PF,1,0,0,1,0,1,30,0,0,31.9,0,61.0,1.000,0.000
1.543179035,PF,1,0,0,0,1,1,36,0,0,32.9,0,61.0,1.000,0.000
1.812975407,PF,1,0,0,1,0,1,104,0,0,35.2,0,61.0,1.000,0.000
1.623462995,PF,1,0,0,0,1,1,30,0,0,33.9,1,61.0,1.000,0.000
1.642026742,PF,1,0,0,1,0,1,54,0,0,33.4,1,61.0,1.000,0.000
1.830212752,PF,1,0,0,0,1,1,47,0,0,36.5,0,61.0,1.000,0.000
1.861605008,PF,1,0,0,0,1,1,27,0,0,37.3,0,61.0,1.000,0.000
1.423828284,SSL,1,0,0,0,1,1,362,0,0,39.8,0,57.9,1.000,0.000
1.670053482,PF,1,0,0,0,1,1,28,0,0,34.7,0,61.4,1.000,0.000
1.670053482,PF,1,0,0,0,1,1,24,0,0,34.7,0,61.4,1.000,0.000
1.655216058,PF,1,0,0,0,1,1,18,0,0,34.6,0,61.3,1.000,0.000
1.864131927,PF,1,0,0,0,1,1,16,0,0,36.5,1,61.0,1.000,0.000
1.777839502,PF,1,0,0,0,1,1,10,0,0,35.6,0,61.1,1.000,0.000
1.777839502,PF,1,0,0,0,1,1,8,0,0,35.6,0,61.1,1.000,0.000
1.904637973,PF,1,0,0,0,1,1,30,0,0,37.2,1,61.2,1.000,0.000
1.904637973,PF,1,0,0,0,1,1,20,0,0,37.2,1,61.2,1.000,0.000
1.904637973,PF,1,0,0,0,1,1,16,0,0,37.2,1,61.2,1.000,0.000
1.6886549,PF,1,0,0,0,1,1,14,0,0,34.9,0,61.1,1.000,0.000
1.6886549,PF,1,0,0,0,1,1,24,0,0,34.9,0,61.1,1.000,0.000
1.840754032,PF,1,0,0,0,1,1,28,0,0,35.9,1,61.0,1.000,0.000
1.509111087,PF,1,0,0,0,1,1,10,0,0,32.2,1,61.0,1.000,0.000
1.731097221,PF,1,0,0,0,1,1,20,0,0,35.5,1,61.0,1.000,0.000
1.796620369,PF,1,0,0,0,1,1,36,0,0,35.6,1,61.0,1.000,0.000
1.472361088,PF,1,0,0,0,1,1,8,0,0,31.5,0,61.0,1.000,0.000
1.566785653,PF,1,0,0,0,1,1,98,0,0,35.9,1,61.1,1.000,0.000
1.915937424,PF,1,0,0,0,1,1,6,0,0,36.6,0,60.6,1.000,0.000
1.915937424,PF,1,0,0,0,1,1,10,0,0,36.6,0,60.6,1.000,0.000
1.750092665,PF,1,0,0,0,1,1,12,0,0,36.0,0,60.5,1.000,0.000
1.768611113,PF,1,0,0,0,1,1,24,0,0,34.8,1,60.5,1.000,0.000
1.752675374,PF,1,0,0,0,1,1,38,0,0,35.8,0,60.5,1.000,0.000
1.846736113,PF,1,0,0,0,1,1,16,0,0,36.3,1,60.5,1.000,0.000
1.746574084,PF,1,0,0,0,1,1,12,0,0,34.3,1,60.6,0.998,0.002
1.746574084,PF,1,0,0,0,1,1,18,0,0,34.3,1,60.6,0.998,0.002
1.253261646,BB,1,0,0,0,1,0,213,0,0,33.6,0,61.5,0.914,0.086
1.789879481,BB,0,1,0,0,1,1,583,0,0.312000006,33.1,0,54.0,0.996,0.004
1.625864347,BB,1,0,0,0,1,1,734,0,0,32.9,0,54.1,0.996,0.004
1.292632898,GVN,1,0,0,0,0,1,629,0,0,31.3,0,60.8,1.000,0.000
1.157652696,GVN,1,0,0,1,0,0,704,0,0,31.3,0,61.9,0.616,0.384
1.325746934,GVN,0,0,1,1,0,0,649,0.189999998,0.185000002,31.3,0,54.4,0.876,0.124
1.325746934,GVN,0,0,1,1,0,0,643,0.189999998,0.185000002,31.3,0,54.4,0.876,0.124
1.460663319,GVN,0,0,1,1,0,0,634,1.16900003,1.154000044,31.3,0,54.5,0.834,0.166
1.12684679,GVN,1,0,0,1,0,0,1138,0,0,31.3,0,56.5,0.876,0.124
1.112343947,GVN,1,0,0,0,0,0,1205,0,0,31.3,0,56.9,0.760,0.240
1.303785801,GVN,1,0,0,1,0,1,628,0,0,31.3,0,61.0,1.000,0.000
1.507635752,GVN,0,0,1,1,0,1,628,0.150000006,0.150000006,31.3,0,54.0,1.000,0.000
1.507635752,GVN,0,0,1,1,0,1,628,0.150000006,0.150000006,31.3,0,54.0,1.000,0.000
1.290945927,GVN,1,0,0,0,0,1,629,0,0,31.3,0,60.1,1.000,0.000
1.339508851,GOV,0,0,1,0,1,1,629,0.125,0.125,31.3,0,61.1,1.000,0.000
1.413036187,GVN,1,0,0,1,0,1,1048,0,0,31.3,0,56.7,1.000,0.000
1.472908338,GVN,1,0,0,0,0,1,629,0,0,31.3,0,54.6,1.000,0.000
1.472908338,GVN,1,0,0,0,0,1,629,0,0,31.3,0,54.6,1.000,0.000
1.221225818,BB,1,0,0,0,1,0,46,0,0,32.0,0,53.5,1.000,0.000
1.433404287,GVN,1,0,0,1,0,1,1049,0,0,31.3,0,56.4,1.000,0.000
1.690572739,BB,0,1,0,0,1,1,81,0,0.312000006,32.1,0,54.0,0.996,0.004
1.628939629,DIL,1,0,0,0,1,1,1930,0,0,33.4,0,58.2,1.000,0.000
1.622603257,DIL,1,0,0,0,1,1,1795,0,0,33.4,0,61.4,1.000,0.000
1.654622555,DIL,0,0,1,0,1,1,1795,0.059999999,0.059999999,33.4,0,58.4,1.000,0.000
1.823795954,DIL,0,0,1,0,1,1,1339,0.486999989,0.416000009,33.4,0,56.4,1.000,0.000
1.790148099,DIL,0,0,1,0,1,1,1139,0.927999973,0.888999999,33.5,0,56.3,1.000,0.000
1.638537884,DIL,1,0,0,0,1,1,1008,0,0,33.4,0,58.5,1.000,0.000
1.634897232,DIL,0,1,0,1,0,1,852,0,0.243000001,33.4,0,61.0,1.000,0.000
1.66564846,DIL,1,0,0,0,1,1,846,0,0,33.4,0,57.8,1.000,0.000
1.834146023,DIL,0,0,1,1,0,1,834,0.486999989,0.416000009,33.4,0,56.3,1.000,0.000
1.789136092,DIL,0,0,1,0,1,1,816,0.927999973,0.888999999,33.4,0,56.1,1.000,0.000
1.530891418,DIL,1,0,0,0,1,1,2499,0,0,33.5,0,62.0,1.000,0.000
1.802066644,DIL,0,0,1,1,0,1,2297,0.574999988,0.507000029,33.4,0,56.9,1.000,0.000
1.753027598,DIL,0,0,1,1,0,1,2071,0.156000003,0.125,33.4,0,56.6,1.000,0.000
1.610168775,DIL,0,1,0,1,0,1,1556,0,0.217999995,33.4,0,61.0,1.000,0.000
1.394911607,SSL,1,0,0,0,1,1,283,0,0,39.7,0,56.8,1.000,0.000
1.702979406,DIL,0,0,1,0,1,1,2349,0.125,0.125,33.7,0,56.8,1.000,0.000
1.715539455,DIL,0,0,1,0,1,1,3259,0.187000006,0.187000006,33.0,0,56.6,1.000,0.000
1.646477063,DIL,0,0,1,0,1,1,3085,0.079999998,0.090000004,33.0,0,56.5,1.000,0.000
1.624871731,DIL,0,0,1,1,0,1,2657,0.395000011,0.275999993,33.0,0,60.3,1.000,0.000
1.548248927,DIL,1,0,0,0,1,1,1894,0,0,33.1,0,60.9,1.000,0.000
1.675841808,DIL,1,0,0,0,1,1,4088,0,0,34.0,0,61.2,1.000,0.000
1.804482937,DIL,0,0,1,1,0,1,4041,0.44600001,0.375,34.0,0,60.8,1.000,0.000
1.668382804,DIL,1,0,0,0,1,1,3708,0,0,34.0,0,61.1,1.000,0.000
1.771999995,DIL,0,1,0,0,1,1,3462,0,0.195999995,34.0,0,60.7,1.000,0.000
1.745353699,DIL,0,1,0,0,1,1,2907,0,0.194000006,34.0,0,61.1,1.000,0.000
1.686113516,DIL,1,0,0,0,1,1,2856,0,0,34.0,0,60.9,1.000,0.000
1.588634809,DIL,1,0,0,0,1,1,4730,0,0,33.4,0,60.2,1.000,0.000
1.577594598,DIL,1,0,0,0,1,1,4508,0,0,33.4,0,60.0,1.000,0.000
1.583292961,DIL,1,0,0,0,1,1,4124,0,0,33.4,0,60.4,1.000,0.000
1.599024932,DIL,1,0,0,0,1,1,3305,0,0,33.4,0,61.0,1.000,0.000
1.594304562,DIL,1,0,0,0,1,1,3167,0,0,33.4,0,61.0,1.000,0.000
1.593166669,DIL,1,0,0,0,1,1,2836,0,0,33.4,0,60.2,1.000,0.000
1.423614025,DIL,1,0,0,0,1,1,4361,0,0,32.0,0,61.2,1.000,0.000
1.598050435,BB,1,0,0,0,1,1,375,0,0,32.5,0,54.4,0.998,0.002
1.310624997,PF,1,0,0,0,1,1,40,0,0,33.3,0,61.1,1.000,0.000
1.617404779,BB,1,0,0,1,0,1,105,0,0,32.6,0,54.3,0.998,0.002
1.617404779,BB,1,0,0,1,0,1,105,0,0,32.6,0,54.3,0.998,0.002
1.69829909,PF,1,0,0,0,1,1,333,0,0,35.0,0,56.3,1.000,0.000
1.442951838,PF,1,0,0,0,1,1,75,0,0,32.4,0,56.7,1.000,0.000
1.688310623,PF,1,0,0,0,1,1,330,0,0,35.0,0,56.5,1.000,0.000
1.45053498,PF,1,0,0,0,1,1,81,0,0,32.5,0,56.5,1.000,0.000
1.687600136,PF,1,0,0,0,1,1,322,0,0,35.0,0,56.5,1.000,0.000
1.457561652,PF,1,0,0,1,0,1,81,0,0,32.5,0,56.5,1.000,0.000
1.694159349,PF,1,0,0,0,1,1,230,0,0,35.0,0,56.4,1.000,0.000
1.455272834,PF,1,0,0,0,1,1,57,0,0,32.5,0,56.3,1.000,0.000
1.695310593,PF,1,0,0,0,1,1,245,0,0,35.0,0,56.5,1.000,0.000
1.456370672,PF,1,0,0,0,1,1,61,0,0,32.5,0,56.5,1.000,0.000
1.33373642,PF,1,0,0,0,1,1,399,0,0,35.0,0,56.3,1.000,0.000
1.130383333,PF,1,0,0,0,1,1,100,0,0,32.5,0,56.3,1.000,0.000
1.668949922,PF,1,0,0,0,1,1,419,0,0,35.0,0,56.3,1.000,0.000
1.406920592,PF,1,0,0,0,1,1,105,0,0,32.5,0,56.8,1.000,0.000
1.801349799,PF,0,0,1,0,1,1,419,0.666000009,0.666000009,35.0,0,56.5,1.000,0.000
1.534222285,PF,0,0,1,1,0,1,105,0.666000009,0.666000009,32.5,0,56.8,1.000,0.000
1.743895849,PF,0,0,1,1,0,1,316,3.492000103,3.562000036,35.0,0,59.0,1.000,0.000
1.457753499,PF,0,0,1,1,0,1,80,3.492000103,3.562000036,32.5,0,59.0,1.000,0.000
1.826941808,PF,1,0,0,0,0,1,419,0,0,35.0,0,56.6,1.000,0.000
1.705163956,PF,1,0,0,1,0,1,105,0,0,32.5,0,56.8,1.000,0.000
1.756489118,PF,1,0,0,1,0,1,316,0,0,35.0,0,59.0,1.000,0.000
1.479368051,PF,1,0,0,1,0,1,80,0,0,32.5,0,59.0,1.000,0.000
1.717519283,PF,1,0,0,1,0,1,419,0,0,35.0,0,56.4,1.000,0.000
1.493206342,PF,1,0,0,1,0,1,105,0,0,32.5,0,56.8,1.000,0.000
2.023856163,PF,0,0,1,1,0,1,399,10.10000038,9.579999924,35.0,0,60.0,1.000,0.000
1.785347144,PF,0,0,1,1,0,1,100,10.10000038,9.579999924,32.5,0,60.3,1.000,0.000
1.669563135,PF,1,0,0,1,0,1,316,0,0,35.0,0,58.9,1.000,0.000
1.417149385,PF,1,0,0,1,0,1,80,0,0,32.5,0,59.0,1.000,0.000
1.689572334,PF,1,0,0,0,1,1,419,0,0,35.0,0,56.5,1.000,0.000
1.435330709,PF,1,0,0,1,0,1,105,0,0,32.5,0,56.8,1.000,0.000
1.827826818,PF,0,1,0,1,0,1,419,9.979999542,0,35.0,0,56.3,1.000,0.000
1.583113829,PF,0,1,0,1,0,1,105,9.979999542,0,32.5,0,56.3,1.000,0.000
1.804184596,PF,1,0,0,1,0,1,310,0,0,35.0,0,58.0,1.000,0.000
1.534287771,PF,1,0,0,1,0,1,78,0,0,32.5,0,58.0,1.000,0.000
1.814102332,PF,0,1,0,1,0,1,419,4.139999866,0,35.0,0,56.2,1.000,0.000
1.541103204,PF,0,1,0,1,0,1,105,4.139999866,0,32.5,0,56.6,1.000,0.000
1.825192293,PF,0,1,0,1,0,1,419,10,0,35.0,0,56.4,1.000,0.000
1.537627061,PF,0,1,0,1,0,1,105,0,10,32.5,0,56.8,1.000,0.000
1.780609926,PF,1,0,0,0,0,1,419,0,0,35.0,0,56.5,1.000,0.000
1.492018541,PF,1,0,0,1,0,1,105,0,0,32.5,0,57.3,1.000,0.000
1.653341293,PF,1,0,0,1,0,1,419,0,0,35.0,0,57.3,1.000,0.000
1.857551734,PF,1,0,0,1,0,1,419,0,0,35.0,0,56.7,1.000,0.000
1.58336242,PF,0,1,0,0,1,1,105,10,0,32.5,0,56.9,1.000,0.000
1.931618373,PF,0,1,0,1,0,1,414,0,4.5,35.0,0,57.0,1.000,0.000
1.646092415,PF,0,1,0,1,0,1,104,0,4.5,32.5,0,56.8,1.000,0.000
1.907922745,PF,0,0,1,1,0,1,316,5,4.849999905,35.0,0,58.0,1.000,0.000
1.644239585,PF,0,0,1,1,0,1,80,5,4.849999905,32.5,0,58.3,1.000,0.000
1.965804895,PF,1,0,0,0,1,1,293,0,0,35.1,0,51.1,0.924,0.076
2.058565299,PF,1,0,0,0,1,1,297,0,0,35.0,0,51.4,0.924,0.076
1.887708823,PF,1,0,0,0,1,1,290,0,0,35.0,0,51.8,0.142,0.858
1.434242566,CT,0,0,1,0,1,1,1668,0.223000005,0.217999995,31.7,0,61.2,1.000,0.000
1.43754673,CT,0,0,1,0,1,1,1176,0.222000003,0.214000002,31.7,0,61.0,1.000,0.000
1.549761772,DIL,1,0,0,0,1,1,386,0,0,33.0,0,61.3,1.000,0.000
1.702453772,DIL,1,0,0,0,1,1,72,0,0,33.8,0,61.3,1.000,0.000
1.885902723,DIL,1,0,0,0,1,1,72,0,0,38.0,0,61.3,1.000,0.000
1.880235036,DIL,1,0,0,0,1,1,78,0,0,37.7,0,61.3,1.000,0.000
1.656404813,DIL,1,0,0,0,1,1,243,0,0,33.4,0,61.3,1.000,0.000
1.834801515,DIL,1,0,0,0,1,1,42,0,0,36.6,0,61.3,1.000,0.000
1.673226039,DIL,1,0,0,0,1,1,264,0,0,33.8,0,61.3,1.000,0.000
1.859062513,DIL,1,0,0,0,1,1,48,0,0,38.4,0,61.3,1.000,0.000
1.691425959,DIL,1,0,0,0,1,1,90,0,0,34.5,0,61.3,1.000,0.000
1.866388957,DIL,1,0,0,0,1,1,48,0,0,37.4,0,61.3,1.000,0.000
1.792208354,DIL,1,0,0,0,1,1,40,0,0,34.7,1,61.3,1.000,0.000
2.276944478,DIL,1,0,0,0,1,1,6,0,0,44.0,1,61.3,1.000,0.000
1.712727229,DIL,1,0,0,0,1,1,66,0,0,33.9,1,61.0,1.000,0.000
1.556666692,DIL,1,0,0,0,1,1,158,0,0,32.5,0,61.3,1.000,0.000
1.560638905,DIL,1,0,0,0,1,1,60,0,0,32.7,0,61.5,1.000,0.000
1.598796368,DIL,1,0,0,0,1,1,18,0,0,34.0,0,61.0,1.000,0.000
1.642071247,DIL,1,0,0,0,1,1,103,0,0,33.5,1,61.5,1.000,0.000
1.582060178,DIL,1,0,0,0,1,1,72,0,0,33.3,0,61.3,1.000,0.000
1.407499949,DIL,1,0,0,0,1,0,66,0,0,33.7,0,61.5,0.916,0.084
1.707701365,DIL,1,0,0,0,1,0,80,0,0,40.0,0,61.5,0.914,0.086
1.473828157,DIL,1,0,0,0,1,1,128,0,0,33.4,0,61.5,1.000,0.000
1.452482065,CT,0,0,1,0,1,1,1623,0.280000001,0.270000011,31.7,0,60.4,1.000,0.000
1.45694383,CT,0,0,1,0,1,1,934,0.289999992,0.270000011,31.6,0,61.0,1.000,0.000
1.387731552,DIL,1,0,0,0,1,1,108,0,0,31.8,0,61.5,1.000,0.000
1.440481027,DIL,1,0,0,0,1,1,246,0,0,32.5,0,61.5,1.000,0.000
1.500888824,DIL,1,0,0,0,1,1,60,0,0,33.7,0,61.5,1.000,0.000
1.158843597,DIL,1,0,0,0,1,0,141,0,0,32.4,0,61.5,0.914,0.086
1.490666707,DIL,1,0,0,0,1,1,90,0,0,32.4,1,61.5,1.000,0.000
1.676049391,DIL,1,0,0,0,1,1,108,0,0,32.8,0,61.0,1.000,0.000
1.480559349,CT,0,0,1,0,1,1,2156,0.148000002,0.140000001,32.3,0,61.0,1.000,0.000
1.868491014,CIN,0,1,0,0,1,1,37,0,0.125,36.0,0,61.3,0.998,0.002
1.856527805,CIN,1,0,0,0,1,1,108,0,0,36.8,0,61.8,0.998,0.002
1.856527805,CIN,1,0,0,0,1,1,252,0,0,36.8,0,61.8,0.998,0.002
1.601920605,CIN,1,0,0,0,1,1,93,0,0,33.2,0,64.1,1.000,0.000
1.763672829,CIN,1,0,0,0,1,1,108,0,0,36.3,0,61.5,1.000,0.000
1.763672829,CIN,1,0,0,0,1,1,216,0,0,36.3,0,61.5,1.000,0.000
1.448379517,CIN,1,0,0,0,1,1,1333,0,0,32.7,0,64.1,1.000,0.000
1.54615132,CIN,1,0,0,0,1,1,1081,0,0,33.4,0,61.4,1.000,0.000
1.54615132,CIN,1,0,0,0,1,1,757,0,0,33.4,0,61.4,1.000,0.000
1.467860063,CIN,1,0,0,0,1,0,432,0,0,36.2,0,64.3,0.956,0.044
1.557777723,CIN,1,0,0,0,1,0,144,0,0,36.6,0,61.5,0.956,0.044
1.557777723,CIN,1,0,0,0,1,0,432,0,0,36.6,0,61.5,0.956,0.044
1.173935175,CIN,1,0,0,1,0,0,1296,0,0,31.9,0,64.6,0.956,0.044
1.308739503,CIN,1,0,0,0,1,0,972,0,0,33.7,0,61.6,0.956,0.044
1.308739503,CIN,1,0,0,0,1,0,1296,0,0,33.7,0,61.6,0.956,0.044
1.439804395,DIL,1,0,0,1,0,1,4227,0,0,32.0,0,60.5,1.000,0.000
1.49427859,DIL,0,0,1,0,1,1,3684,0.300000012,0.25,32.0,0,60.8,1.000,0.000
1.41689237,DIL,1,0,0,0,1,1,3157,0,0,32.0,0,60.9,1.000,0.000
1.919677575,DIL,1,0,0,0,1,1,2024,0,0,38.3,0,61.3,1.000,0.000
1.848312855,DIL,1,0,0,0,1,1,1742,0,0,36.7,0,61.0,1.000,0.000
1.923432827,DIL,1,0,0,0,1,1,2035,0,0,38.3,0,60.7,1.000,0.000
1.881832441,DIL,1,0,0,0,1,1,1304,0,0,37.0,0,60.5,1.000,0.000
1.932414214,DIL,1,0,0,1,0,1,1637,0,0,38.3,0,60.7,1.000,0.000
1.674485524,DIL,1,0,0,0,1,1,3924,0,0,34.0,0,60.9,1.000,0.000
1.789922237,DIL,0,0,1,0,1,1,3789,0.407999992,0.381000012,34.0,0,60.8,1.000,0.000
1.784910361,DIL,0,0,1,0,1,1,3165,0.430000007,0.389999986,34.0,0,61.1,1.000,0.000
1.770378908,DIL,0,0,1,0,1,1,2547,0.426999986,0.386999995,34.0,0,61.3,1.000,0.000
1.741197745,DIL,0,1,0,0,1,1,2484,0,0.194000006,34.0,0,61.3,1.000,0.000
1.590038935,DIL,1,0,0,1,0,1,4056,0,0,33.4,0,60.0,1.000,0.000
1.58461984,DIL,1,0,0,0,1,1,4365,0,0,33.4,0,60.6,1.000,0.000
1.699115594,DIL,0,0,1,1,0,1,3891,0.351000011,0.35800001,33.4,0,60.9,1.000,0.000
1.74408563,DIL,0,0,1,0,1,1,3612,1.350000024,1.309999943,33.4,0,60.2,1.000,0.000
1.691727479,DIL,0,0,1,1,0,1,3562,0.437000006,0.338,33.4,0,60.2,1.000,0.000
1.676709811,DIL,0,0,1,0,1,1,3050,0.437999994,0.389999986,33.4,0,61.2,1.000,0.000
1.416572571,DIL,1,0,0,0,1,1,3672,0,0,32.1,0,60.9,1.000,0.000
1.412861665,DIL,1,0,0,1,0,1,3996,0,0,32.1,0,60.8,1.000,0.000
2.078009605,DIL,0,0,1,0,1,1,1342,1.350000024,1.309999943,38.3,0,60.6,1.000,0.000
2.055792491,DIL,0,0,1,0,1,1,872,1.350000024,1.309999943,37.0,0,60.5,1.000,0.000
2.031136513,DIL,0,0,1,1,0,1,1019,0.351000011,0.317999989,38.3,0,61.7,1.000,0.000
1.996874332,DIL,0,0,1,1,0,1,666,0.351000011,0.317999989,37.1,0,61.0,1.000,0.000
2.045423349,DIL,0,0,1,0,1,1,857,0.437999994,0.389999986,38.0,0,61.0,1.000,0.000
2.028477033,DIL,0,1,0,0,1,1,818,0,0.195999995,38.0,0,61.0,1.000,0.000
1.637218634,DIL,1,0,0,0,1,1,1161,0,0,33.3,0,60.2,0.998,0.002
1.637218634,DIL,1,0,0,0,1,1,961,0,0,33.3,0,60.2,0.998,0.002
1.6210138,DIL,1,0,0,0,1,1,667,0,0,33.3,0,59.7,0.998,0.002
1.6210138,DIL,1,0,0,0,1,1,862,0,0,33.3,0,59.7,0.998,0.002
1.9215765,DIL,1,0,0,0,1,1,638,0,0,38.1,0,59.9,1.000,0.000
1.9215765,DIL,1,0,0,0,1,1,644,0,0,38.1,0,59.9,1.000,0.000
1.87253809,DIL,1,0,0,0,1,1,1340,0,0,36.4,0,60.0,1.000,0.000
1.87253809,DIL,1,0,0,0,1,1,1340,0,0,36.4,0,60.0,1.000,0.000
1.555666606,DV,1,0,0,0,1,1,407,0,0,33.2,0,57.1,1.000,0.000
1.555666606,DV,1,0,0,0,1,1,601,0,0,33.2,0,57.1,1.000,0.000
2.51666673,CIN,1,0,0,0,1,1,11,0,0,48.0,0,62.3,1.000,0.000
1.614166737,CIN,0,1,0,0,1,1,1,0,0.125,30.0,0,61.3,1.000,0.000
1.986666679,CIN,0,1,0,0,1,1,18,0,0.125,43.0,0,61.3,1.000,0.000
1.623557727,CIN,1,0,0,0,1,1,26,0,0,36.7,0,62.0,1.000,0.000
1.301944415,CIN,0,1,0,0,1,0,3,0,0.125,30.3,0,61.3,0.910,0.090
1.291944424,CIN,1,0,0,0,1,0,2,0,0,29.0,0,61.5,0.956,0.044
1.825092634,CIN,1,0,0,0,1,1,3,0,0,36.3,0,63.5,1.000,0.000
2.343888919,CIN,1,0,0,1,0,1,2,0,0,45.0,0,64.5,1.000,0.000
2.402499994,CIN,1,0,0,0,1,1,5,0,0,47.0,0,63.5,1.000,0.000
1.61833334,CIN,1,0,0,1,0,1,1,0,0,35.0,0,63.8,1.000,0.000
2.049166679,CIN,1,0,0,0,1,1,7,0,0,47.0,0,63.5,0.910,0.090
2.443611145,CIN,0,0,1,1,0,1,6,0.100000001,0.100000001,49.0,0,64.5,0.910,0.090
2.174211979,EVL,0,0,1,0,1,1,1172,5.460000038,5.210000038,31.7,0,55.5,0.966,0.034
2.174211979,EVL,0,0,1,0,1,1,615,5.5,5.300000191,31.7,0,55.5,0.966,0.034
1.565146923,EVL,1,0,0,0,1,1,961,0,0,31.7,0,55.9,0.874,0.126
1.565146923,EVL,1,0,0,0,1,1,1400,0,0,31.7,0,55.9,0.874,0.126
1.565146923,EVL,1,0,0,0,1,1,1636,0,0,31.7,0,55.9,0.874,0.126
1.575417519,EVL,1,0,0,0,1,1,788,0,0,31.7,0,56.5,0.874,0.126
1.575417519,EVL,1,0,0,0,1,1,784,0,0,31.7,0,56.5,0.874,0.126
1.713055611,DIL,1,0,0,0,1,1,7,0,0,33.9,1,61.0,1.000,0.000
1.572171052,DV,1,0,0,0,1,1,309,0,0,33.1,0,56.7,1.000,0.000
1.474885782,DDH,1,0,0,0,1,1,309,0,0,33.1,0,61.0,1.000,0.000
1.646802425,DV,0,0,1,1,0,1,309,0.25999999,0.209999993,33.3,0,57.0,1.000,0.000
1.591869195,DVH,0,0,1,1,0,1,310,0.340000004,0.25999999,33.1,0,59.6,1.000,0.000
1.560520967,DV,0,0,1,0,1,1,1013,1.014999986,0.9375,33.1,0,62.5,1.000,0.000
1.564904531,DV,0,0,1,1,0,1,701,0.593999982,0.610000014,33.1,0,62.0,1.000,0.000
1.539534728,DV,0,0,1,0,1,1,901,0.550000012,0.540000021,33.0,0,61.8,1.000,0.000
1.678500017,CIN,1,0,0,0,1,1,250,0,0,34.2,0,63.8,1.000,0.000
1.653194427,CIN,1,0,0,1,0,1,50,0,0,33.0,0,64.0,1.000,0.000
1.740277767,CIN,1,0,0,0,1,1,100,0,0,37.0,0,63.8,1.000,0.000
1.499580383,CIN,1,0,0,0,1,1,7050,0,0,33.5,0,64.3,1.000,0.000
1.512152831,CIN,1,0,0,1,0,1,2100,0,0,33.6,0,64.0,1.000,0.000
1.506512324,CIN,1,0,0,0,1,0,1800,0,0,36.8,0,63.9,0.956,0.044
1.515046279,CIN,1,0,0,1,0,0,150,0,0,37.0,0,64.3,0.956,0.044
1.263119618,CIN,1,0,0,0,1,0,10950,0,0,33.7,0,63.6,0.956,0.044
1.237738689,CIN,1,0,0,0,1,0,1600,0,0,33.4,0,64.3,0.956,0.044
1.66861105,PF,1,0,0,0,1,1,3,0,0,36.0,1,62.0,1.000,0.000
1.652777831,PF,1,0,0,0,1,1,1,0,0,34.0,1,62.0,1.000,0.000
